"id","field","kept_value","all_values","study_count"
"oracle","notes","Role: primary-vendor; At-study status: active; HQ: Redwood City, CA, USA; URL: http://www.oracle.com. Publicly traded (NYSE: ORCL); Oracle Corporation remains active as of 2026 and is one of the largest enterprise software companies globally. Headquarters relocated from Redwood City, CA to Austin, TX in 2020. Revenue in 1995 was approximately $3 billion.","$5.6B sales; 30000 employees; leading RDBMS supplier; 10000+ consultants in 55 countries; flagging RDBMS sales growth; applications market is best chance to ride EC wave || * , **Emptoris** , **Frictionless Commerce, Ketera,** and **Oracle** — have introduced contract management modules. Similarly, || **  ## Aberdeen _Group_   Point Solutions Versus Integrated Oracle Applications: The Road to IT Investment ROI   An Executive || , Intel, Microsoft, Mitsubishi, NEC, Nokia, Nortel, Novell, Oracle, SAP, Siemens, Sun Microsystems, Tibco, Tivoli, Unisys, and || .  Both have significant partnerships with SAP, PeopleSoft, Oracle, and other enterprise application suppliers.   Both compani || ........................................................ 80 Oracle Corp. ..................................................... || .........................................................20 Oracle............................................................ || .........................................................50 Oracle Corp.  Oracle9i: The Database for Internet and Mission-Crit || ........................................................111 Oracle ........................................................... || ........................................................116 Oracle Corp....................................................... || 004<br>**----- End of picture text -----**<br>   ## **Dell, Oracle & Linux: Your Next SAP Platform?**   ## **Issue@Hand**   Th || 3. integrating beyond the point solution.”_   Guy Waterman Oracle   Forty-one percent of survey respondents indicated that in || 5) 901-7000   ## **Company Facts**   Marc Benioff, a former Oracle executive, founded the company in 1999 to deliver enterpris || 93| |Moai Technologies, Inc.|||||96| |Open Ratings|||||98| |Oracle Corporation|||||100| |Ozro, Inc.|||||103| |Perfect|||||105| || 9i RAC and 10g database used as clustering foundation; Dell Oracle-reseller experience cited as confidence-builder. || ARG-5 data-advantage exemplar; ARG-1 RDBMS winner || Became dominant RDBMS vendor post-1996 || Business Alliance Partner; actively co-markets with Portal || Business Alliance partner and competitor || Cited alongside Dell as running business on IA32 server clusters. || Cited as #1 company gaining market share || Cited as RDBMS in multiplatform environments; Oracle database server mentioned for Commercial Messaging interoperability || Cited for WebSystem suite: database + web server + browser + dev tools; multi-threaded CGI alternative || Competitor via Oracle Financials and Oracle Express 6.0; also RDBMS partner for Khalix || Database and middleware vendor; listed in supplier abstracts || Database technology provider; Oracle8i/Oracle9i multimedia storage; major data warehouse supplier; listed in XML messaging (enterprise portal) category; had not shown full appreciation of EII potential by 2003 | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL). || Database/application software reference point; Oracle Rdb after DEC/Compaq lineage. || Dell reseller program partner; Oracle 9i on Dell certified. || Developer/2000 and Designer/2000 tools; licensed JBuilder from Borland; Network Computing Architecture (NCA) || Divestitures**   Partners include IBM, Hewlett Packard, and Oracle.  Acquisitions include Anzen Computing, Centrax, and EventD || ERP and procurement software competitor; later acquired PeopleSoft (2005) and became major e-procurement player || ERP competitor; Oracle Fusion process-model-driven applications cited as expected 2007 release. || ERP/database partner on HP Itanium platforms || Entering CIS market with Front Office suites: Oracle Sales and Marketing (OSM), Oracle Service, Oracle MRO; key differentiator: ERP back-office integration || Enterprise application partner shared by both HP and Compaq. || HP 9000 Superdome Ente 5 389,434 21.24 $8,272,786 Oracle 9i Database IBM           IBM e(logo) xSeries 250 c 5 15,53 || HP partnership for Itanium platform; later acquired PeopleSoft and Siebel || Hostile bidder for PeopleSoft; #4 CRM vendor at time of study; acquired PeopleSoft Dec 2004 and Siebel Sep 2005 || Hostile bidder; context for uncertainty facing PeopleSoft customers || ISV co-opetitor; IBM DB2 lagging Oracle in RDBMS || ISV providing Oracle RDBMS and Transparent Gateway for HP 3000 || Implied as emerging colossal IT firm with astronomical R&D; later confirmed acquirer in best-of-breed extinction wave (PeopleSoft 2004 Siebel 2005 Sun 2010). || Internet Commerce Server (ICS); late to market but strong database and professional services leverage; 6000 consultants in 45 countries || Key RDBMS partner; bilateral engineering agreements with SMCC; 5.5TB Oracle demonstration at SMCC test center || Key technology partner; Oracle-based apps on NC Server || Largest independent RDBMS supplier; 1994 revenues $2.4B up 40%; on track for $3.6B+ FY1996; market value $18.7B || Leading RDBMS vendor for data warehouses; Aberdeen cites as key technology foundation || Leads independent RDBMS suppliers || Listed across ERP and CIS practice areas; also as educational service provider || Listed among middleware client-server leaders; RDBMS backend for distributed SQL services || London, England. Major strategic partnerships include IBM, Oracle, EMC, and Idiom Technologies.   ## **For additional informa || Major ERP and database competitor to SAP; acquired PeopleSoft 2005 and Siebel 2006 || Making E-sourcing Strategic   ## **Oracle**   Oracle Corporation 500 Oracle Parkway Redwood Shores, C || Market leader in Unix enterprise DBMS; Oracle8 flagship product; projected 1998 license revenues ~$2B; service revenues equal to software revenues || Mentioned as ERP/enterprise application vendor in context | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL). || Mentioned as database platform AR System could connect to (Unix/Oracle). || Mentioned as having supported Very Large Memories on Unix/Alpha for over a year before Microsoft claimed the feature. || Most comprehensive independent RDBMS supplier including integrated applications; providing software glue || Named among the major vendors promoting SOA platforms by 2004-2005. || Named as BroadVision competitor; also listed as supported database (Oracle 7). || Named as ERP vendor against which IBM-Webify positions: 'Oracle process-model-driven Fusion applications are expected next year.' Also named as general-purpose IDE competitor. Use existing entity ID. | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL). || Named as market-leading RDBMS covered in training || NetScaler, Inc.|||||132| |Network Appliance, Inc.|||||134| |Oracle Corporation|||||137| |Persistence Software, Inc.|||||140| | || Oracle Financials (order entry/ERP) is Timex primary application; 1TB production database on Unix/HP FC60. Oracle test instances also maintained. || Oracle Fusion: 18% primary SOA vendor; 8% primary ESB vendor; sells SOA middleware standalone and with applications | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL). || Oracle Parallel Server for massively parallel systems; customers see Oracle as distributed processing infrastructure source || Oracle RDBMS as preferred data warehouse database; Express multidimensional database; Oracle Data Mart Suite CD-installable NT package || Oracle7 RDBMS used in two Wintel benchmarks; performance leader for R/3-for-NT || Oracle9i clusters with Compaq Tru64 Unix analyzed; acquired Siebel 2005, Sun 2010 || Porting Oracle7 to OS/2 Warp Server || Praesidium framework ISV partner || Present in two vendor segments: ESB pioneer (Oracle ESB) and platform vendor (Oracle Fusion Middleware). | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL). || Primary RDBMS partner for Sequent; Oracle7 and Oracle8 Universal Server referenced || Primary concern: sell more databases via ease of use and analytic functions; secondary: thwart Microsoft; Oracle 8i warehouse positioning || RDBMS competitor; acquired Digital RDB; large LIMD database; strategic alliance with Digital || RDBMS on Tandem NT servers; Tandem sought Oracle adoption of ORM standard || RDBMS partner for both Sequent (parallelism relationship) and Data General (Oracle Parallel Server clustering) || RDBMS partner in IQ/LiveWeb data warehouse initiative; listed in alliances || Rated best-in-class for mission-critical OLTP, SQL gateway, open server, upper CASE; revenues $1.2B in 1992 || Redwood Shores CA; Network Computing Architecture (NCA); Oracle8; Designer/2000 and Developer/2000; Java key to NCA; Internet infrastructure products seen as too proprietary by e-commerce providers. || Redwood Shores CA; hostile acquirer of PeopleSoft; completed $10.3B acquisition Dec 2004 || Referenced as integration partner for QACenter (Developer/2000 and Oracle RDBMS) || Referenced as superior RDBMS alternative driving away from IBM DB2 || Referenced for Oracle Parallel Server as an example of cluster-aware software complexity. || Referenced for RDBMS and iTP capabilities on Tandem; acquired BEA Systems 2008 || Retail   July 6, 2005   ## **A Profitable and Logical Move: Oracle Acquires ProfitLogic**   ## **Market  Event**   In a surpri || Revenue leader in RDBMS; Oracle7 aggressive marketing; Oracle Forms 4GL; Oracle Parallel Server || Role: primary-vendor; At-study status: active; HQ: Redwood City, CA, USA; URL: http://www.oracle.com. Publicly traded (NYSE: ORCL); Oracle Corporation remains active as of 2026 and is one of the largest enterprise software companies globally. Headquarters relocated from Redwood City, CA to Austin, TX in 2020. Revenue in 1995 was approximately $3 billion. || Role: successor-entity; Status: active; HQ: USA. Acquired Sun Microsystems in 2010; current owner of Solaris and related assets || Set world record of 265 TPS on Amdahl 3090-600E MVS; also 49 TPS on VAX 6240; 124 TPS on Sequent UNIX. || Spider alliance partner; NetDynamics RDBMS integration target || Study sponsor; e-Business Suite is study subject; Oracle EBS still active with support through 2035 || Subject of 1997 Data Mart and 2002-04 Ellison studies || Unisys is the largest reseller of Oracle; Oracle Parallel Server (OPS) supported on Unisys clusters || Working with HP MC/LockManager for Oracle Parallel Server on EPS || a wide array of industry partnerships, including Microsoft, Oracle, SAP, SAS, PeopleSoft, and Siebel.  It sees the primary rea || and Divestitures**   Partners include, Network Associates, Oracle, SurfControl, Symantec, Vitesse, and Vitria.   ## **Who’s W || both have significant partnerships with SAP, PeopleSoft,   Oracle, and other enterprise application suppliers.  And both comp || ce** purchasing on-demand TMS pioneer Nistevo in May, and **Oracle** acquiring G-Log and its extensive international and domes || clients — established and emerging companies including Sun, Oracle, C i s c o ,  W e b M e t h o d s ,  A r i b a , Commerce-O || clients — established and emerging companies including Sun, Oracle, Cisco, WebMethods, Ariba, CommerceOne, and E.piphany — to || co, Citrix, Funk, Intel, Microsoft, Nokia, Nortel Networks, Oracle, Sun Microsystems, VeriSign, and WatchGuard.   ## **Who’s W || cquisitions**   Emagia is a certified partner of Microsoft, Oracle, HP, and VeriSign, and integrates products from Crystal Dec || e application suites from major software developers — Baan, Oracle, PeopleSoft, SAP AG, and others — largely triumphed over po || ecember 22, 2006   ## **E-Procurement Head-to-Head**   ## **Oracle & SAP vs. Ariba vs. BIC**   **Fact:** Oracle and SAP are cl || ement.  EMC partners very well, for example, with Cisco and Oracle on the ECOstructure initiative, but each company has its ow || ems, Digital Envoy, Hewlett-Packard, IBM Canada, Microsoft, Oracle, Real Networks, Sun Microsystems, and WARP Solutions.  In J || enterprise resource planning (ERP) vendors — including i2, Oracle, SAPMarkets, and PeopleSoft — are also currently rolling ou || gement collaboration software company which was acquired by Oracle in 2005. Guild began his career in the technology industry || gn has technology integration partnerships with PeopleSoft, Oracle, and SAP.   _Geographic Reach:_ U.S. through four regional || he underlying business process. Prior to Aberdeen he was at Oracle where he was responsible for the development and sales supp || imilar tough competition from the likes of Ariba, Emptoris, Oracle, Procuri, SAP, and SAS.   ## _Customers Say Solution Enable || in this space by the software giants — Microsoft, SAP, and Oracle.   **Certain Internet Procurement providers continue to lea || ing Enterprise Business Application (EBA) suppliers — Baan, Oracle, PeopleSoft, and SAP.  In general, each of these suppliers || ing on behalf of IT and e-commerce firms such as Microsoft, Oracle, AOL, Yahoo!, and eBay as well as on behalf of numerous ISV || ini Ernst & Young; and platform providers such as IBM, BEA, Oracle, Microsoft, and Sun.   ## **Products and Services**   _edoc || ironments such as IBM WebSphere, Macromedia ColdFusion, and Oracle Application Server.   **==> picture [141 x 104] intentional || leable parts.   Riverstone has chosen not to run MRP in its Oracle ERP system and, prior to deploying Interlace in March 2005, || ly omitted <==**  **----- Start of picture text -----**<br> Oracle, Informix, DB2/MVS, IMS,<br>Ingres,<br>Jasmine Sybase VSAM, || ment. For example, survey respondents that reported using **Oracle** (>30 enterprises) showed on average 72% compliance to ser || n, Legiant, Manhattan Associates, NovaTime, Nuview Systems, Oracle, People Business Network, RedPrairie, Rostima, Sage, SAP, S || ng immediate improvements, enhancements and cost savings to Oracle®, SAP® and other mission critical business applications. Fo || ng, Certification, and Access.......... 32 RealNetworks and Oracle Corporation:  Using Streaming Media to Reduce Costs and Dri || nipping at the heals of giants such as SAP, Microsoft, and Oracle, whose offerings in the past had been exemplified by formid || nterprise Incentive Management   ## **Table of Contents**   Oracle Incentive Compensation..................................... || of data from multiple sources, feeding data directly into a Oracle/JD Edwards ERP platform, and eventually connecting to Wonde || ort list of which includes Agilent, AMD, Intel, Novell, and Oracle.  Compaq Computer Corporation may become part of Hewlett-Pa || ource planning (ERP) systems such as those from **SAP** , **Oracle** , **Infor** , and **Lawson** . Oracle’s processmodel-driv || re allowing large, Fortune 500 companies — notably Dell and Oracle — ~~to claim they can run their complex businesses on clust || role=competitor; status_note=Oracle remains an active global database and cloud technology company as of 2026; hq_country=US || rt.   **==> picture [173 x 84] intentionally omitted <==**  Oracle partners with the world's leading retail companies to trans || s in the following areas:   - _Technology_ :  Commerce One, Oracle, Sun Microsystems, Unisys, Hitachi Data Systems, and Aspect || s strategic partnerships with Cisco, IBM, Intel, Microsoft, Oracle, RealNetworks, SAP, and Siebel.   ## **Who’s Who**   Dan Wa || software**|**Air Liquide, Air Products,**<br>**Kraft**| |**Oracle**<br>**www.oracle.com**<br>|**ERP, supply chain planning an || status_detail=Oracle Corporation remains an active publicly traded technology corporation.; hq_location=Redwood City, California, USA; description=Relational database vendor; Oracle tables referenced as a save target for Intelligent Snapshot feature.; status_source_url=https://www.oracle.com || success” and who is achieving it?   - What roles do SAP and Oracle play in defining the market and solutions?   - Coexistence || t Program Manager Mercury Computer Systems, Inc. AssurX and Oracle Customer   All print and electronic rights are the property || tructure and software, such as BEA Systems, IBM, Microsoft, Oracle, and Vignette.  The IBM relationship includes the WebSphere || wson, Legiant, Manhattan Assoc's, NovaTime, Nuview Systems, Oracle, People Business Network, RedPrairie, Rostima, Sage, SAP, S || y’s technology partners include HP, IBM, Microsoft, Novell, Oracle, RedHat, and Sun Microsystems among others.   ## **Who’s Wh || | |Nov-98|Sun Enters Applications Service Market Supporting Oracle Business OnLine for EBA<br>Subscription Service|Jones, Kath || |119| ||Octane Software|||||121| ||Onyx Software|||||123| ||Oracle Corporation|||||125| ||OutReach Technologies|||||127| ||Peg || |95| |Onedayfree, Inc.||||||97| |onExchange, Inc.||||||99| |Oracle Corp.||||||102| |PeopleSoft||||||105| |Perfect||||||108| |P || |Concur|36| |Incentive Systems, Inc.|38| |Kadiri Inc.|41| |Oracle Corporation|44| |Siebel Systems|48| |Synygy, Inc.|50| |Tril || |||106| |Lawson Software|||||109| |NuView Systems|||||112| |Oracle Corporation|||||115| |PeopleSoft|||||118| |Personic|||||120 || • Open Windows • Emptoris(diCarta) • Open Text • Eskudos • Oracle • Finetooth • Procuri   - Framework Software • SAP   - • Hu","153"
"oracle-corp","sector","Enterprise Software","Enterprise Software || database-software || enterprise-software","41"
"oracle-corp","notes","Oracle RDBMS selected as back-end database for SAP R3 (replacing SAP's proprietary mainframe DB); HP 9000 Series 800 was Oracle's most important Unix revenue platform",", Inc.|Bishop, Hugh|Profile|| |---|---|---|---|---| |Apr-98|Oracle Corporation -- The Mid-Market Goes FastForward To Enterprise-Capable<br || ........................................................ 62 Oracle Corporation............................................................ || 10/Plus partner for RDBMS management via Tivoli || 93| |Moai Technologies, Inc.|||||96| |Open Ratings|||||98| |Oracle Corporation|||||100| |Ozro, Inc.|||||103| |Perfect|||||105| |Procuri||| || Absorbed PSA functionality into ERP platform || Cited among integrated-suite vendors. || Database/ERP leader || ERP vendor with FVCM offerings; early SOX compliance messaging || Flagship database vendor; acquired Sun Microsystems 2010 || Flagship database vendor; acquired Sun Microsystems 2010; acquired PeopleSoft 2005 || Making E-sourcing Strategic   ## **Oracle**   Oracle Corporation 500 Oracle Parkway Redwood Shores, CA 94070 (650) 506-7000 || NC coalition leader. || NetScaler, Inc.|||||132| |Network Appliance, Inc.|||||134| |Oracle Corporation|||||137| |Persistence Software, Inc.|||||140| |RealNetworks || Oracle 7.2 and Oracle R/3 used in Sagister Function Sets || Oracle RDBMS selected as back-end database for SAP R3 (replacing SAP's proprietary mainframe DB); HP 9000 Series 800 was Oracle's most important Unix revenue platform || Oracle databases shown in client/server integration diagram || Reassurance on continued strength sparked database-stock rebound || Recommended as RDBMS partner for Encore; Oracle 6.2 cited with improved cluster support || Referenced as Web Vault integration target (Oracle database) || Referenced for DBA overhead comparison; later acquired Sun || SPONSOR of the paper; featured vendor. || Subject of insight; Apps World conference host; apps business focus on upgrade to 11i || Subject of the analysis; host of Oracle Apps World San Diego. || Supplier of Oracle Financials component of the Portera bundle. || ng, Certification, and Access.......... 32 RealNetworks and Oracle Corporation:  Using Streaming Media to Reduce Costs and Drive Revenue . || |119| ||Octane Software|||||121| ||Onyx Software|||||123| ||Oracle Corporation|||||125| ||OutReach Technologies|||||127| ||Pegasystems Inc || |Concur|36| |Incentive Systems, Inc.|38| |Kadiri Inc.|41| |Oracle Corporation|44| |Siebel Systems|48| |Synygy, Inc.|50| |Trilogy, Inc.|53 || |||106| |Lawson Software|||||109| |NuView Systems|||||112| |Oracle Corporation|||||115| |PeopleSoft|||||118| |Personic|||||120| |SAP AG|||","41"
"oracle-corporation","entity_name","Oracle Corporation","Bull S.A. || IBM || Marathon Technologies || Narendar Sahgal || NeoVista Software Inc. || Neodata Services Inc. || Oracle Corporation || Sybase Inc. || Tina Moore || Viant Corporation","64"
"oracle-corporation","entity_type","Enterprise Customer","Corporation || Enterprise Customer || Vendor || company || corporation || organization || person || software-vendor || vendor","64"
"oracle-corporation","sector","database & enterprise software","Data Analytics || Database Software || ERP-software || Enterprise Computing || IT Services || Information Technology || RDBMS || analyst || computing-industry || database & enterprise software || database-and-applications || database-software || databases || enterprise-software || enterprise-software-database || semiconductors || technology || technology-consulting","64"
"oracle-corporation","status","acquired","Active || acquired || active || defunct || unknown","64"
"oracle-corporation","successor","Accrue Software then JDA Software","Accrue Software then JDA Software || Atos (later Eviden) || IBM || Oracle || Oracle (ongoing) || SAP || Stratus Technologies || unknown","64"
"oracle-corporation","years_active","1911-present","1911-present || 1931-present || 1977- || 1977-present || 1980s-2000s || 1984–2010 || 1993-2001 || 1993-2005 || 1996-2002 || 2003 || 2006","64"
"oracle-corporation","notes","Oracle Corporation; canonical Oracle entity. Entity-ID variants in archive: oracle, oracle-corp, oracle-corporation, ORACLE, ENT-006, ENT-010, ENT-011, ENT-ORACLE, ENT-ORACLE-DB, ENT-ORACLE-APP, ENT-ORA-001, ent-05, ent-06, e90-05, and 15+ additional ENT-prefixed IDs",">$3.5B total revenue; 10% ERP market share; >90% Fortune 500 database presence; Redwood Shores CA; Release 11.0 core applications || >$3.5B total revenue; >90% Fortune 500 database presence; Redwood City CA || AIX source platform for NuTCRACKER migrations || Acquired PeopleSoft in 2005; now markets Oracle PeopleSoft HCM || Acquired PeopleSoft/JD Edwards 2005; major ERP player cited in context || Acquiring IRI Software for MDB and query tools; also cited as RDBMS supplier scaling beyond 100GB || CSS competitor; launched Oracle Workflow Q1 1996 per Aberdeen report. || Co-announced Linux cluster vision with Dell; Oracle 9i RAC on Linux clusters || Competitor RDBMS; ADABAS D offered compatibility with Oracle || Contact person at Aberdeen Group listed on final slide || Database and enterprise software vendor; Oracle9i released 2001 || Developer of Sybase SQL Server / System 11 and Adaptive Server; acquired by SAP in 2010. || Developer/2000 named as competing CADE; Oracle7 supported as WebSpeed database target || ERP competitor; Oracle Designer 2000 cited as modeling tool; active in Energy and Telecommunications verticals; acquired PeopleSoft 2005 and Sun Microsystems 2010 || Enterprise CSS competitor || Enterprise ERP competitor; Oracle Applications suite competed with Lawson || Enterprise database and applications; acquired both PeopleSoft (2005) and Siebel (2006) || Featured in Compaq/Oracle9i clustering InSight || French IT company; RISC/Unix line discontinued; merged enterprise services into Atos || Headquartered Austin TX; revenues $57.4B FY2025 || Headquartered Austin TX; still trading as ORCL; revenues $57.4B FY2025 || Headquartered Redwood Shores CA; still trading as ORCL; revenues $57.4B FY2025 || Headquarters Redwood Shores CA; revenues $57.4B FY2025; subject of the study || High-end next-gen CADE from RDBMS supplier category. || ISV partner; database runs on Solaris; later acquired Sun in 2010 || Intel contact who discussed LT concepts with Aberdeen at IDF September 2003 || Internet consulting firm whose data was exposed via improperly wiped drives sold by DoveBid || Largest RDBMS supplier profiled || Largest RDBMS supplier; detailed weakness analysis || Larry Ellison CEO at time of study; renamed Oracle Corporation 1982; acquired Sun Microsystems 2010 || Leading RDBMS supplier; partnered with Digital for TPC-C world record (11,000+ tpmC); large-scale in-memory technology || Listed as supplier followed in the Platform Infrastructure practice (database) || Magazine fulfillment services company; Fortune 1000 ETI customer || Major ERP vendor; later acquired PeopleSoft and JD Edwards || Mentioned as ERP/database vendor entering CRM market; ultimately acquired Siebel and PeopleSoft || Mentioned as competing enterprise development platform || NT fault-tolerance provider. Aberdeen recommended HP acquire Marathon for FT-on-NT capability. HP did not act; Marathon was later acquired by Stratus Technologies circa 2005. || Named as a target database in DataJoiner; Oracle remains a major RDBMS competitor to IBM Db2. || Named for Oracle WebSystem (web RDBMS middleware) and 64-bit Oracle support; dominant RDBMS || Named for parallel RDBMS for MPP/data warehousing; dominant mid-tier RDBMS || NeoVista acquired by Accrue Software 1999; NeoVista products purchased by JDA Software 2001 for retail analytics || ORDBMS/Universal Server competitor to Jasmine OODBMS || Oracle Corporation; canonical Oracle entity. Entity-ID variants in archive: oracle, oracle-corp, oracle-corporation, ORACLE, ENT-006, ENT-010, ENT-011, ENT-ORACLE, ENT-ORACLE-DB, ENT-ORACLE-APP, ENT-ORA-001, ent-05, ent-06, e90-05, and 15+ additional ENT-prefixed IDs || Oracle InterOffice document summarization (1995) is the archive's highest-specificity contemporary AI precursor claim; Oracle 23ai (2024) closes the arc for the same company || Oracle RDBMS and applications; acquired PeopleSoft in 2005 || Oracle WebServer deployed on Cybershield for secure e-commerce || Oracle co-announced NC Reference Profile May 1996; Oracle NC (diskless computer) produced 1996-2000. || Oracle supported as LinkWorks repository database || Primary Informix rival cited || Profiled as system supplier and CIS vendor. Later became dominant CRM vendor via acquisitions. || RDBMS vendor supported by Persistence Object Builder. || Redwood Shores CA; NCA announced October 1996; became world's largest enterprise DB vendor || Referenced as ERP competitor and Unix database platform. || Referenced as database and EBA vendor in EAI context || Relational database market leader || Subject of study; process-flow application strategy analyzed || role=technology-partner; status_note=Publicly traded (NYSE: ORCL); still active as of 2026.; hq_location=Austin, TX, USA || role_in_study=subject-leader; status_notes=Still active as Oracle Corporation; major database and cloud vendor; hq_country=US","64"
