"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","collection","notes"
"cti-framework","Computer Telephony Integration (CTI)","framework","Multiple","1987-present","emerging","active","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","Framework evolving from mainframe+proprietary APIs toward distributed open standards; evolved into UCaaS/WebRTC"
"hp-openview","HP OpenView","application","Hewlett-Packard","1989-2010","mature","legacy-supported","aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward","other-authors","NeVaDa managed from UNIX workstation running HP OpenView; evolved into HP Operations Manager"
"gupta-centura","Gupta Centura (Team Developer)","framework","Gupta Technologies","1996-2006","emerging","obsolete","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","Next-gen extension of SQLWindows; includes Team Developer, Centura Ranger, Centura Application Server, Centura Web Data Publisher."
"sqlwindows","Gupta SQLWindows","framework","Gupta Technologies","1990-1996","mature","obsolete","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","First-gen CADE predecessor to Centura; combined SQLBase with visual GUI development."
"visual-basic","Microsoft Visual Basic","language","Microsoft","1991-present","mature","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","Most popular first-gen CADE; cited by Aberdeen as topping out for enterprise-scale development."
"powerbuilder","Powersoft/Sybase PowerBuilder","framework","Sybase/Powersoft","1991-present","mature","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","Second most popular first-gen CADE; repository integration delayed per Aberdeen."
"three-tier-architecture","3-Tier Client-Server Architecture","framework","Multiple","1993-present","emerging","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","New architectural pattern requiring CADE support; Centura Application Server targeted at 3-tier development."
"tp-monitor","TP Monitor (Tuxedo/Encina/CICS)","framework","Multiple (Novell Tuxedo, IBM/Transarc Encina, IBM CICS)","1980-present","mature","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","Load balancing and transaction processing; Centura supports Tuxedo with 3-Tier Wizard."
"java","Java / Intranet Development","language","Sun Microsystems","1995-present","emerging","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","Centura planned Java compilation for Centura objects; Internet QuickObjects for web applications."
"data-warehousing","Data Warehousing","application","Multiple","1992-present","emerging","active","aberdeen-1996-moving-effectively-next-gen-client-server","other-authors","6-7x database growth over 18 months cited; requires CADE query optimization for large-scale DW."
"windows-nt-server","Windows NT Server","platform","Microsoft","1993-2000","emerging","obsolete","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","NT 4.0 released Aug 1996; evolved to Windows 2000; succeeded by Windows Server 2003+"
"ncr-lifekeeper","NCR LifeKeeper","framework","NCR","1994-2002","emerging","obsolete","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","High-availability clustering software for NT; transferred to SIOS Technology"
"ncr-top-end","NCR TOP END","framework","NCR","1992-2002","mature","obsolete","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","TP monitor for OLTP transaction routing and failover; discontinued post-2000"
"ncr-worldmark","NCR WorldMark Servers","platform","NCR","1994-2002","mature","obsolete","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","NCR's SMP server hardware line for NT enterprise OLTP"
"microsoft-sql-server","Microsoft SQL Server","application","Microsoft","1988-present","emerging","active","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","SQL Server 6.0/6.5 era; evolved to SQL Server 2000+ becoming dominant enterprise RDBMS"
"ncr-smp-utilization-manager","NCR SMP Utilization Manager for NT","framework","NCR","1996-2000","emerging","obsolete","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","Planned 1996 product to assign NT apps to specific CPUs on 16-way WorldMark SMP"
"teradata-data-warehouse","Teradata Data Warehouse","application","NCR/Teradata","1984-present","mature","active","aberdeen-1996-ncr-fail-safe-enterprise-nt","other-authors","NCR's large-scale data warehouse; Teradata spun off from NCR in 2007"
"data-ontap","Data ONTAP","platform","Network Appliance","1994-present","emerging","active","aberdeen-1996-network-appliance-data-appliances","other-authors","NetApp's proprietary NAS OS; renamed ONTAP; still core to NetApp products in 2024"
"wafl","WAFL (Write Anywhere File Layout)","framework","Network Appliance","1993-present","emerging","active","aberdeen-1996-network-appliance-data-appliances","other-authors","Proprietary file system enabling copy-on-write snapshots, NVRAM, RAID 4 integration"
"nfs","NFS (Network File System)","protocol","Sun Microsystems","1984-present","mature","active","aberdeen-1996-network-appliance-data-appliances","other-authors","Unix-native file sharing; NetApp's original protocol; still widely used"
"cifs","CIFS (Common Internet File System)","protocol","Microsoft","1996-2012","emerging","obsolete","aberdeen-1996-network-appliance-data-appliances","other-authors","Microsoft's enhanced SMB; superseded by SMB2/SMB3; NetApp's CIFS support was key differentiator in 1996"
"raid-4","RAID 4","framework","generic","1988-present","mature","legacy-supported","aberdeen-1996-network-appliance-data-appliances","other-authors","NetApp used RAID 4 with dedicated parity disk; unusual choice enabling WAFL's write optimization"
"ndmp","NDMP (Network Data Management Protocol)","protocol","Network Appliance / consortium","1996-present","emerging","active","aberdeen-1996-network-appliance-data-appliances","other-authors","NetApp led standards effort; became industry standard for NAS backup management"
"netapp-filers","NetApp Filer Hardware (F220/F330/F540)","platform","Network Appliance","1994-2000","emerging","obsolete","aberdeen-1996-network-appliance-data-appliances","other-authors","Three-tier product line for workgroup to production; succeeded by FAS series"
"three-tier-architecture","Three-Tier Client-Server Architecture","framework","industry-standard","1992-present","mature","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Presentation/Logic/Data tiers; still foundational pattern for enterprise and web applications"
"object-oriented-programming","Object-Oriented Programming (OOP)","framework","multiple","1980-present","mature","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Aberdeen argues OOP essential for application partitioning across tiers; C++, Smalltalk, Java"
"rdbms","Relational Database Management System (RDBMS)","application","Oracle/Informix/Sybase/IBM","1979-present","mature","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Mid-tier RDBMS as core of 3-Tier data layer; Oracle, Informix being ported to MPP"
"smp-servers","SMP (Symmetric Multiprocessor) Servers","platform","multiple","1990-present","mature","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","4-to-8-way SMP as mid-tier workhorse; Aberdeen says Unix superior to NT at 4-8 way SMP in 1996"
"mpp-systems","MPP (Massively Parallel Processing) Systems","platform","Teradata/Tandem/Thinking Machines","1988-present","emerging","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","The 'Plus' in Three-Tier-Plus; Aberdeen predicts broader enterprise acceptance as prices decline"
"windows-nt-server","Windows NT Server","platform","Microsoft","1993-2000","emerging","obsolete","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Aberdeen predicts NT will close Unix gap on mid-tier within 24 months"
"application-partitioning","Application Partitioning","framework","industry-concept","1992-present","mature","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Distribution of application logic across tiers; OOP enables partitioning; predecessor to microservices"
"data-warehousing","Data Warehousing","application","multiple","1990-present","emerging","active","aberdeen-1996-object-oriented-three-tier-plus-computing","other-authors","Leveraged as 'Three-Tier Plus' fourth tier; complex query/DSS applications on MPP hardware"
"mpeg2-compression","MPEG-2 Video Compression","protocol","MPEG consortium (ISO/IEC)","1994-2010","emerging","legacy-supported","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","OmniBox claimed 4x better compression than MPEG-2"
"omnibox-compression","OmniBox Patented Compression Technology","framework","OmniBox, Inc.","1993-1998","emerging","obsolete","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","Claimed 100:1 video compression ratio and 4x better than MPEG/JPEG"
"set-top-box","Digital Set-Top Box","platform","multiple","1994-2015","emerging","declining","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","OmniBox designed own set-top with integrated credit card reader"
"isdn","ISDN","protocol","ITU standard","1988-2003","mature","obsolete","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","Referenced as home connectivity medium alongside 28.8Kbps modem"
"cable-modem","Cable Modem","platform","multiple","1994-2010","emerging","mature","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","Identified as alternative delivery vehicle for OmniBox content"
"adsl","ADSL (Asymmetric Digital Subscriber Line)","protocol","Bellcore/ITU","1995-2015","emerging","legacy-supported","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","Referenced as RBOC strategy alongside ISDN for home broadband"
"pay-per-view","Pay-Per-View / Video On Demand","application","multiple cable operators","1985-present","mature","active","aberdeen-1996-omnibox-interactive-broadcasting-network","other-authors","Core monetization mechanism for OmniBox network"
"om-transact","OM-Transact","application","Open Market, Inc.","1995-2003","emerging","obsolete","aberdeen-1996-open-market-web-based-commerce","other-authors","Core back-office transaction processing engine; Oracle or Sybase backend; e-commerce assets acquired by Soverain"
"om-axcess","OM-Axcess","application","Open Market, Inc.","1995-2003","emerging","obsolete","aberdeen-1996-open-market-web-based-commerce","other-authors","Web access management product; manages user access to databases/servers"
"om-securelink","OM-SecureLink","protocol","Open Market, Inc.","1995-2003","emerging","obsolete","aberdeen-1996-open-market-web-based-commerce","other-authors","Ticketing + MD5 hash + SSL security layer; enables geographically dispersed transaction architecture"
"ssl","SSL (Secure Sockets Layer)","protocol","Netscape","1995-2015","emerging","obsolete","aberdeen-1996-open-market-web-based-commerce","other-authors","Superseded by TLS; used within OM-SecureLink architecture"
"http","HTTP (HyperText Transfer Protocol)","protocol","W3C/IETF","1991-present","emerging","active","aberdeen-1996-open-market-web-based-commerce","other-authors","Open Market built its entire architecture on open HTTP; key differentiator vs proprietary solutions"
"oracle-rdbms","Oracle RDBMS","platform","Oracle Corporation","1979-present","mature","active","aberdeen-1996-open-market-web-based-commerce","other-authors","One of two database backends supported by OM-Transact (other: Sybase)"
"sybase-rdbms","Sybase RDBMS","platform","Sybase","1984-2015","mature","legacy-supported","aberdeen-1996-open-market-web-based-commerce","other-authors","Alternative database backend for OM-Transact; SAP acquired Sybase 2010"
